,text,sentiment_score,sentiment_category
2053,includes state emergency declaration quarantine measure disease surveillance legal measure relating mask wearing physical distancing access medication vaccine drtedros covid http co myxmclvzgb,-2.0,negative
2054,coronavirus relief check year advance next tax return next year automatically going owe come tax season,0.0,neutral
2055,florida also major problem case backlog miami added case state total http co drhk bhve,-2.0,negative
2056,anti vaxxers using wa coroner court advice assuming covid cause death claim death disease overinflated believe http co zyc akm jb coronacheck coronavirusfacts datoscoronavirus http co rrr tlwjpu,-6.0,negative
2057,place bought jean six month ago want know everything combat covid http co yvex ien http co u njmssx,0.0,neutral
2058,government ordered opening school college,0.0,neutral
2059,pandemic driven hydroxychloroquine shortage impacting lupus patient http co xikkpuivzd http co tl tjvqj,-2.0,negative
2060,lost job coronavirus say man fired sexual harassment daytime drinking http co lzsuskmjf,-8.0,negative
2061,health ministry issue containment surveillance manual supervisor containment zone http co ddiqujsvii pmoindia drharshvardhan ashwinikchoubey pib india mygovindia mib india covidindiaseva covidnewsbymib,0.0,neutral
2062,multiple way visualize death state record publish death date state report latest post looked method compare tracking death date death http co ujwxfyx tv http co r ecxmfk,-8.0,negative
2063,let clear donald trump knew threat coronavirus posed failed act one unjustifiable failure presidential leadership american history http co l bdatzsal,-4.0,negative
2064,people like dr eric coe jumping chance help test coronavirus vaccine http co esyo zupq,6.0,positive
2065,accelerator start phase shown impressive progress incl broad portfolio covid vaccine candidate covax global vaccine facility effective treatment severe disease new rapid antigen test global equitable allocation framework drtedros,4.0,positive
2066,today active covid case yavatmal district maharastra http co ccqiygbxl mohfw india drharshvardhan drhvoffice cmomaharashtra covid covid covid coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates http co cwrfewwear,1.0,positive
2067,covid primarily spread respiratory droplet happen close contact infected person touching contaminated surface congregate crowd put u risk contracting covid stayathome takeresponsibility http co rispgs r,-6.0,negative
2068,truth tom hank rita wilson fighting life coronavirus diagnosis http co du xqjw ng,-2.0,negative
2069,daily update published tracked million test k yesterday noticeable uptick april avg k test note track test state report state report test see http co pzrmh tkeq,2.0,positive
2070,convalescent plasma show potential covid treatment http co lbjsdj fi http co gjbrqo gy,0.0,neutral
2071,cabinet secretary review state ut high covid case fatality state urged proactively limit covid transmission keep mortality http co ydtvnjlm pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts mygovindia,-3.0,negative
2072,daily update published tracked million test k yesterday note track test state report state report test detail see http co pzrmh bl http co n sc pt,0.0,neutral
2073,arizona south carolina appear dire situation right place northeast test positivity rate http co pbmxjbmubn,-3.0,negative
2074,donald trump shown beat pandemic turn economy around unsurprisingly stoking flame division political gain worst possible person lead nation moment http co cfjzewu cm,-1.0,negative
2075,president trump promoted hydroxychloroquine remedy covid week critic say owns share company manufacture looked small stake mutual fund http co lvfvvtjef http co dv oa xos,0.0,neutral
2076,rt minhealthnz new case covid report today update also detail new feature released fo,0.0,neutral
2077,india record highest single day increase new infection patient adequate home isolation facility transferred covid care centre said delhi lieutenant governor anil baijal covid coronavirusfacts http co yuxzreplf,2.0,positive
2078,ongoing work national contact testing centre follow possible contact two woman number expanded included hotel worker,0.0,neutral
2079,organized theft mall california virginia new york city due year covid,0.0,neutral
2080,forty nine new case covid reported lagos fct kano ogun oyo ekiti pm th april confirmed case covid reported nigeria discharged death takeresponsibility http co w iuj,-2.0,negative
2081,rt drharshvardhan coronavirusupdates india substantially ramped testing infrastructure across country date,1.0,positive
2082,update today chart daily death california late arriving number included day average almost unchanged http co ltqn sz,-2.0,negative
2083,president look like ahead curve know talk time shutting travel china,2.0,positive
2084,country start open see case death starting spike concern potential lack hospital capacity drtedros covid,-4.0,negative
2085,paulo mayor bruno covas prohibited doctor prescribing hidroxychloroquine,0.0,neutral
2086,china whistleblower doctor proposed cure case file unfortunate demise,0.0,neutral
2087,second wave covid coming soon normal cold flu season,-2.0,negative
2088,ministry home affair approved opening school state july,2.0,positive
2089,say nancy pelosi caught trying include abortion funding bill combat coronavirus,-1.0,negative
2090,ikaveri far better banging thalis shouting go corona go also far better taking coronil,4.0,positive
2091,one new zealand receiving hospital level care covid total number confirmed case covid remains number report world health organization,2.0,positive
2092,new case recorded today total active covid case gautambuddhnagar uttarpradesh mohfw india drharshvardhan drhvoffice upgovt mhfwgoup covid noida covid covid covid update coronavirusindia coronavirus http co rwsnz ceu,1.0,positive
2093,stayathome slowthespread case covid area johnshopkins aei recommend government sure covid case decreasing area least week reopening,2.0,positive
2094,barack obama first ex president ever speak successor barack hussain obama first ex president ever speak successor long tradition decorum decency anyone really surprised trumpsjealousofobama seriously doubt obamagate maga kag foxnews,-1.0,negative
2095,important caveat today data new jersey reported probable death previous day number api exclude chart think able get historical data nj order properly assign death,-3.0,negative
2096,consuming alcohol beverage vodka reduce risk covid infection,-4.0,negative
2097,new zealand good position due hard work sacrifice kiwi even though looking possible move alert level pending cabinet decision need remain vigilant,4.0,positive
2098,hcps today pm et call coca call topic applying covid infection prevention control strategy nursing home learn event http co ufv ob http co ywj kzjget,-2.0,negative
2099,paraguay ministry health following people related confirmed case coronavirus,0.0,neutral
2100,according vegetarian affected coronavirus need animal fat body survive,-1.0,negative
2101,covid cured hot water baking soda,0.0,neutral
2102,indian ministry home affair mha issued order sharing post coronavirus social medium group punishable offense,-2.0,negative
